Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 3, Census Tract 1703.04, Coweta County, Georgia",477,0.0,139.0,28.0,303.0,7.0,0.0
"Block Group 1, Census Tract 1703.05, Coweta County, Georgia",791,0.0,294.0,125.0,335.0,36.0,1.0
"Block Group 2, Census Tract 1703.05, Coweta County, Georgia",2529,0.0,941.0,400.0,1072.0,115.0,1.0
"Block Group 3, Census Tract 1703.05, Coweta County, Georgia",337,0.0,125.0,53.0,143.0,15.0,1.0
"Block Group 1, Census Tract 1703.06, Coweta County, Georgia",142,0.0,46.0,12.0,78.0,7.0,-1.0
"Block Group 2, Census Tract 1703.06, Coweta County, Georgia",662,0.0,213.0,56.0,362.0,30.0,1.0
"Block Group 3, Census Tract 1703.06, Coweta County, Georgia",1696,0.0,547.0,143.0,928.0,78.0,0.0
"Block Group 1, Census Tract 1704.02, Coweta County, Georgia",388,0.0,79.0,35.0,267.0,5.0,2.0
"Block Group 2, Census Tract 1704.02, Coweta County, Georgia",903,0.0,184.0,82.0,622.0,11.0,4.0
"Block Group 3, Census Tract 1704.02, Coweta County, Georgia",814,0.0,166.0,74.0,561.0,9.0,4.0
"Block Group 1, Census Tract 1704.03, Coweta County, Georgia",315,0.0,22.0,17.0,258.0,18.0,0.0
"Block Group 2, Census Tract 1704.03, Coweta County, Georgia",772,0.0,54.0,41.0,633.0,44.0,0.0
"Block Group 1, Census Tract 1704.04, Coweta County, Georgia",395,0.0,0.0,17.0,378.0,0.0,0.0
"Block Group 2, Census Tract 1704.04, Coweta County, Georgia",473,0.0,0.0,20.0,453.0,0.0,0.0
"Block Group 3, Census Tract 1704.04, Coweta County, Georgia",361,0.0,0.0,15.0,346.0,0.0,0.0
"Block Group 1, Census Tract 1704.05, Coweta County, Georgia",542,0.0,45.0,68.0,422.0,7.0,0.0
"Block Group 2, Census Tract 1704.05, Coweta County, Georgia",547,0.0,45.0,69.0,426.0,7.0,0.0
"Block Group 3, Census Tract 1704.05, Coweta County, Georgia",550,0.0,45.0,70.0,428.0,7.0,0.0
"Block Group 1, Census Tract 1704.06, Coweta County, Georgia",993,0.0,80.0,85.0,822.0,6.0,0.0
"Block Group 1, Census Tract 1705.01, Coweta County, Georgia",598,0.0,44.0,32.0,509.0,12.0,1.0
"Block Group 2, Census Tract 1705.01, Coweta County, Georgia",694,0.0,51.0,38.0,591.0,14.0,0.0
"Block Group 3, Census Tract 1705.01, Coweta County, Georgia",708,0.0,52.0,38.0,603.0,14.0,1.0
"Block Group 1, Census Tract 1705.02, Coweta County, Georgia",503,0.0,4.0,0.0,499.0,0.0,0.0
"Block Group 2, Census Tract 1705.02, Coweta County, Georgia",641,0.0,5.0,0.0,636.0,0.0,0.0
"Block Group 3, Census Tract 1705.02, Coweta County, Georgia",577,0.0,4.0,0.0,573.0,0.0,0.0
"Block Group 1, Census Tract 1705.03, Coweta County, Georgia",563,1.0,34.0,49.0,473.0,7.0,-1.0
"Block Group 2, Census Tract 1705.03, Coweta County, Georgia",607,1.0,36.0,53.0,510.0,7.0,0.0
"Block Group 3, Census Tract 1705.03, Coweta County, Georgia",409,1.0,24.0,35.0,343.0,5.0,1.0
"Block Group 1, Census Tract 1706.01, Coweta County, Georgia",1023,0.0,595.0,53.0,361.0,13.0,1.0
"Block Group 2, Census Tract 1706.01, Coweta County, Georgia",1065,0.0,620.0,56.0,376.0,13.0,0.0
"Block Group 3, Census Tract 1706.01, Coweta County, Georgia",324,0.0,189.0,17.0,114.0,4.0,0.0
"Block Group 4, Census Tract 1706.01, Coweta County, Georgia",383,0.0,223.0,20.0,135.0,5.0,0.0
"Block Group 1, Census Tract 1706.02, Coweta County, Georgia",1059,0.0,75.0,56.0,821.0,107.0,0.0
"Block Group 2, Census Tract 1706.02, Coweta County, Georgia",303,0.0,21.0,16.0,235.0,31.0,0.0
"Block Group 3, Census Tract 1706.02, Coweta County, Georgia",338,0.0,24.0,18.0,262.0,34.0,0.0
"Block Group 4, Census Tract 1706.02, Coweta County, Georgia",446,0.0,31.0,24.0,346.0,45.0,0.0
"Block Group 1, Census Tract 1706.03, Coweta County, Georgia",385,0.0,23.0,44.0,305.0,13.0,0.0
"Block Group 2, Census Tract 1706.03, Coweta County, Georgia",1163,0.0,69.0,133.0,922.0,39.0,0.0
"Block Group 1, Census Tract 1707, Coweta County, Georgia",448,0.0,149.0,50.0,239.0,11.0,-1.0
"Block Group 2, Census Tract 1707, Coweta County, Georgia",303,0.0,100.0,34.0,162.0,7.0,0.0
"Block Group 3, Census Tract 1707, Coweta County, Georgia",424,0.0,141.0,47.0,226.0,10.0,0.0
"Block Group 4, Census Tract 1707, Coweta County, Georgia",239,0.0,79.0,26.0,128.0,6.0,0.0
"Block Group 5, Census Tract 1707, Coweta County, Georgia",414,0.0,137.0,46.0,221.0,10.0,0.0
"Block Group 1, Census Tract 1708.01, Coweta County, Georgia",929,0.0,269.0,38.0,620.0,3.0,-1.0
"Block Group 2, Census Tract 1708.01, Coweta County, Georgia",1134,0.0,329.0,46.0,756.0,3.0,0.0
"Block Group 1, Census Tract 1708.02, Coweta County, Georgia",459,1.0,57.0,2.0,399.0,0.0,0.0
"Block Group 2, Census Tract 1708.02, Coweta County, Georgia",700,2.0,86.0,3.0,608.0,0.0,1.0
"Block Group 1, Census Tract 701, Crawford County, Georgia",210,0.0,102.0,0.0,108.0,0.0,0.0
"Block Group 2, Census Tract 701, Crawford County, Georgia",370,0.0,180.0,0.0,190.0,0.0,0.0
"Block Group 3, Census Tract 701, Crawford County, Georgia",220,0.0,107.0,0.0,113.0,0.0,0.0
"Block Group 1, Census Tract 702.01, Crawford County, Georgia",225,0.0,11.0,0.0,214.0,0.0,0.0
"Block Group 2, Census Tract 702.01, Crawford County, Georgia",307,0.0,15.0,0.0,292.0,0.0,0.0
"Block Group 3, Census Tract 702.01, Crawford County, Georgia",514,0.0,26.0,0.0,488.0,0.0,0.0
"Block Group 1, Census Tract 702.02, Crawford County, Georgia",567,0.0,183.0,0.0,384.0,0.0,0.0
"Block Group 2, Census Tract 702.02, Crawford County, Georgia",282,0.0,91.0,0.0,191.0,0.0,0.0
"Block Group 1, Census Tract 101, Crisp County, Georgia",491,0.0,207.0,20.0,265.0,0.0,-1.0
"Block Group 2, Census Tract 101, Crisp County, Georgia",395,0.0,166.0,16.0,213.0,0.0,0.0
"Block Group 3, Census Tract 101, Crisp County, Georgia",176,0.0,74.0,7.0,95.0,0.0,0.0
"Block Group 1, Census Tract 102.01, Crisp County, Georgia",385,0.0,212.0,10.0,163.0,0.0,0.0
"Block Group 2, Census Tract 102.01, Crisp County, Georgia",137,0.0,76.0,3.0,58.0,0.0,0.0
"Block Group 3, Census Tract 102.01, Crisp County, Georgia",128,0.0,71.0,3.0,54.0,0.0,0.0
"Block Group 4, Census Tract 102.01, Crisp County, Georgia",182,0.0,100.0,5.0,77.0,0.0,0.0
"Block Group 1, Census Tract 102.02, Crisp County, Georgia",286,0.0,203.0,0.0,83.0,0.0,0.0
"Block Group 2, Census Tract 102.02, Crisp County, Georgia",238,0.0,169.0,0.0,69.0,0.0,0.0
"Block Group 3, Census Tract 102.02, Crisp County, Georgia",65,0.0,46.0,0.0,19.0,0.0,0.0
"Block Group 1, Census Tract 103, Crisp County, Georgia",454,0.0,113.0,54.0,268.0,4.0,15.0
"Block Group 2, Census Tract 103, Crisp County, Georgia",587,0.0,146.0,70.0,347.0,6.0,18.0
"Block Group 3, Census Tract 103, Crisp County, Georgia",107,0.0,27.0,13.0,63.0,1.0,3.0
"Block Group 1, Census Tract 104, Crisp County, Georgia",148,0.0,99.0,4.0,41.0,4.0,0.0
"Block Group 2, Census Tract 104, Crisp County, Georgia",543,0.0,363.0,15.0,150.0,15.0,0.0
"Block Group 3, Census Tract 104, Crisp County, Georgia",883,0.0,591.0,24.0,244.0,24.0,0.0
"Block Group 4, Census Tract 104, Crisp County, Georgia",493,0.0,330.0,14.0,136.0,13.0,0.0
"Block Group 5, Census Tract 104, Crisp County, Georgia",93,0.0,62.0,3.0,26.0,2.0,0.0
"Block Group 1, Census Tract 105, Crisp County, Georgia",131,0.0,19.0,0.0,112.0,0.0,0.0
"Block Group 2, Census Tract 105, Crisp County, Georgia",65,0.0,9.0,0.0,56.0,0.0,0.0
"Block Group 1, Census Tract 401.01, Dade County, Georgia",520,0.0,0.0,30.0,386.0,23.0,81.0
"Block Group 2, Census Tract 401.01, Dade County, Georgia",568,0.0,0.0,32.0,422.0,25.0,89.0
"Block Group 1, Census Tract 401.02, Dade County, Georgia",334,0.0,0.0,15.0,315.0,0.0,4.0
"Block Group 2, Census Tract 401.02, Dade County, Georgia",712,0.0,0.0,32.0,672.0,0.0,8.0
"Block Group 1, Census Tract 402, Dade County, Georgia",441,16.0,5.0,5.0,414.0,0.0,1.0
"Block Group 2, Census Tract 402, Dade County, Georgia",464,17.0,6.0,6.0,436.0,0.0,-1.0
"Block Group 1, Census Tract 403, Dade County, Georgia",250,0.0,6.0,8.0,229.0,8.0,-1.0
"Block Group 2, Census Tract 403, Dade County, Georgia",745,0.0,17.0,23.0,682.0,22.0,1.0
"Block Group 1, Census Tract 9701, Dawson County, Georgia",702,0.0,16.0,12.0,672.0,2.0,0.0
"Block Group 2, Census Tract 9701, Dawson County, Georgia",1152,0.0,26.0,19.0,1103.0,3.0,1.0
"Block Group 3, Census Tract 9701, Dawson County, Georgia",39,0.0,1.0,1.0,37.0,0.0,0.0
"Block Group 1, Census Tract 9702.01, Dawson County, Georgia",635,0.0,1.0,33.0,601.0,0.0,0.0
"Block Group 2, Census Tract 9702.01, Dawson County, Georgia",222,0.0,0.0,11.0,210.0,0.0,1.0
"Block Group 3, Census Tract 9702.01, Dawson County, Georgia",257,0.0,0.0,13.0,243.0,0.0,1.0
"Block Group 4, Census Tract 9702.01, Dawson County, Georgia",397,0.0,1.0,20.0,376.0,0.0,0.0
"Block Group 1, Census Tract 9702.02, Dawson County, Georgia",541,0.0,0.0,31.0,493.0,17.0,0.0
"Block Group 2, Census Tract 9702.02, Dawson County, Georgia",161,0.0,0.0,9.0,147.0,5.0,0.0
"Block Group 3, Census Tract 9702.02, Dawson County, Georgia",1259,0.0,0.0,73.0,1146.0,40.0,0.0
"Block Group 1, Census Tract 9701, Decatur County, Georgia",159,2.0,17.0,12.0,124.0,3.0,1.0
"Block Group 2, Census Tract 9701, Decatur County, Georgia",414,6.0,45.0,32.0,323.0,8.0,0.0
"Block Group 3, Census Tract 9701, Decatur County, Georgia",427,6.0,46.0,33.0,333.0,9.0,0.0
"Block Group 1, Census Tract 9702, Decatur County, Georgia",233,0.0,18.0,0.0,215.0,0.0,0.0
"Block Group 2, Census Tract 9702, Decatur County, Georgia",132,0.0,10.0,0.0,122.0,0.0,0.0
"Block Group 1, Census Tract 9703, Decatur County, Georgia",348,0.0,207.0,0.0,132.0,8.0,1.0
"Block Group 2, Census Tract 9703, Decatur County, Georgia",394,0.0,235.0,0.0,150.0,9.0,0.0
"Block Group 3, Census Tract 9703, Decatur County, Georgia",341,0.0,203.0,0.0,130.0,8.0,0.0
"Block Group 4, Census Tract 9703, Decatur County, Georgia",299,0.0,178.0,0.0,114.0,7.0,0.0
"Block Group 1, Census Tract 9704, Decatur County, Georgia",389,0.0,289.0,0.0,100.0,0.0,0.0
"Block Group 2, Census Tract 9704, Decatur County, Georgia",366,0.0,272.0,0.0,94.0,0.0,0.0
"Block Group 3, Census Tract 9704, Decatur County, Georgia",602,0.0,447.0,0.0,155.0,0.0,0.0
"Block Group 4, Census Tract 9704, Decatur County, Georgia",172,0.0,128.0,0.0,44.0,0.0,0.0
"Block Group 1, Census Tract 9706, Decatur County, Georgia",34,0.0,17.0,0.0,17.0,0.0,0.0
"Block Group 2, Census Tract 9706, Decatur County, Georgia",145,0.0,71.0,0.0,74.0,0.0,0.0
"Block Group 3, Census Tract 9706, Decatur County, Georgia",662,0.0,325.0,0.0,337.0,0.0,0.0
"Block Group 4, Census Tract 9706, Decatur County, Georgia",555,0.0,273.0,0.0,282.0,0.0,0.0
"Block Group 1, Census Tract 9707, Decatur County, Georgia",516,0.0,112.0,200.0,204.0,0.0,0.0
"Block Group 2, Census Tract 9707, Decatur County, Georgia",54,0.0,12.0,21.0,21.0,0.0,0.0
"Block Group 1, Census Tract 9708, Decatur County, Georgia",265,0.0,120.0,79.0,66.0,0.0,0.0
"Block Group 2, Census Tract 9708, Decatur County, Georgia",393,0.0,178.0,118.0,97.0,0.0,0.0
"Block Group 1, Census Tract 201, DeKalb County, Georgia",724,0.0,15.0,29.0,658.0,22.0,0.0
"Block Group 1, Census Tract 202, DeKalb County, Georgia",197,0.0,26.0,15.0,131.0,24.0,1.0
"Block Group 2, Census Tract 202, DeKalb County, Georgia",983,0.0,130.0,76.0,656.0,121.0,0.0
"Block Group 1, Census Tract 203, DeKalb County, Georgia",279,0.0,0.0,0.0,259.0,20.0,0.0
"Block Group 2, Census Tract 203, DeKalb County, Georgia",440,0.0,0.0,0.0,409.0,31.0,0.0
"Block Group 3, Census Tract 203, DeKalb County, Georgia",605,0.0,0.0,0.0,562.0,43.0,0.0
"Block Group 1, Census Tract 204, DeKalb County, Georgia",775,0.0,53.0,15.0,678.0,29.0,0.0
"Block Group 2, Census Tract 204, DeKalb County, Georgia",483,0.0,33.0,9.0,423.0,18.0,0.0
"Block Group 1, Census Tract 205, DeKalb County, Georgia",445,0.0,117.0,14.0,277.0,37.0,0.0
"Block Group 2, Census Tract 205, DeKalb County, Georgia",920,0.0,243.0,28.0,573.0,77.0,-1.0
"Block Group 1, Census Tract 206, DeKalb County, Georgia",495,0.0,210.0,33.0,252.0,0.0,0.0
"Block Group 2, Census Tract 206, DeKalb County, Georgia",692,0.0,293.0,46.0,353.0,0.0,0.0
"Block Group 1, Census Tract 207, DeKalb County, Georgia",596,0.0,114.0,14.0,441.0,26.0,1.0
"Block Group 2, Census Tract 207, DeKalb County, Georgia",375,0.0,72.0,9.0,277.0,17.0,0.0
"Block Group 1, Census Tract 208.01, DeKalb County, Georgia",601,0.0,113.0,40.0,448.0,0.0,0.0
"Block Group 2, Census Tract 208.01, DeKalb County, Georgia",432,0.0,81.0,28.0,322.0,0.0,1.0
"Block Group 1, Census Tract 208.02, DeKalb County, Georgia",407,0.0,190.0,22.0,185.0,10.0,0.0
"Block Group 2, Census Tract 208.02, DeKalb County, Georgia",689,0.0,322.0,37.0,313.0,17.0,0.0
"Block Group 3, Census Tract 208.02, DeKalb County, Georgia",412,0.0,192.0,22.0,187.0,10.0,1.0
"Block Group 4, Census Tract 208.02, DeKalb County, Georgia",413,0.0,193.0,22.0,188.0,10.0,0.0
"Block Group 1, Census Tract 209, DeKalb County, Georgia",654,0.0,117.0,31.0,462.0,43.0,1.0
"Block Group 2, Census Tract 209, DeKalb County, Georgia",262,0.0,47.0,12.0,185.0,17.0,1.0
"Block Group 3, Census Tract 209, DeKalb County, Georgia",622,0.0,111.0,30.0,440.0,41.0,0.0
"Block Group 4, Census Tract 209, DeKalb County, Georgia",597,0.0,107.0,28.0,422.0,40.0,0.0
"Block Group 1, Census Tract 211.01, DeKalb County, Georgia",853,0.0,82.0,7.0,693.0,71.0,0.0
"Block Group 1, Census Tract 211.02, DeKalb County, Georgia",123,0.0,21.0,7.0,88.0,8.0,-1.0
"Block Group 2, Census Tract 211.02, DeKalb County, Georgia",585,0.0,98.0,31.0,417.0,38.0,1.0
"Block Group 3, Census Tract 211.02, DeKalb County, Georgia",401,0.0,67.0,22.0,286.0,26.0,0.0
"Block Group 4, Census Tract 211.02, DeKalb County, Georgia",1195,0.0,201.0,64.0,851.0,79.0,0.0
"Block Group 1, Census Tract 212.02, DeKalb County, Georgia",804,0.0,60.0,34.0,632.0,78.0,0.0
"Block Group 2, Census Tract 212.02, DeKalb County, Georgia",757,0.0,57.0,32.0,595.0,73.0,0.0
"Block Group 3, Census Tract 212.02, DeKalb County, Georgia",650,0.0,49.0,28.0,511.0,63.0,-1.0
"Block Group 1, Census Tract 212.04, DeKalb County, Georgia",541,57.0,11.0,284.0,171.0,18.0,0.0
"Block Group 2, Census Tract 212.04, DeKalb County, Georgia",362,38.0,7.0,190.0,115.0,12.0,0.0
"Block Group 3, Census Tract 212.04, DeKalb County, Georgia",117,12.0,2.0,61.0,37.0,4.0,1.0
"Block Group 1, Census Tract 212.08, DeKalb County, Georgia",1048,0.0,85.0,75.0,787.0,101.0,0.0
"Block Group 2, Census Tract 212.08, DeKalb County, Georgia",419,0.0,34.0,30.0,314.0,40.0,1.0
"Block Group 1, Census Tract 212.09, DeKalb County, Georgia",481,0.0,75.0,21.0,308.0,77.0,0.0
"Block Group 2, Census Tract 212.09, DeKalb County, Georgia",1010,0.0,157.0,45.0,648.0,161.0,-1.0
"Block Group 3, Census Tract 212.09, DeKalb County, Georgia",566,0.0,88.0,25.0,363.0,90.0,0.0
"Block Group 4, Census Tract 212.09, DeKalb County, Georgia",480,0.0,74.0,21.0,308.0,77.0,0.0
"Block Group 1, Census Tract 212.10, DeKalb County, Georgia",324,0.0,4.0,12.0,258.0,50.0,0.0
"Block Group 2, Census Tract 212.10, DeKalb County, Georgia",172,0.0,2.0,7.0,137.0,26.0,0.0
"Block Group 3, Census Tract 212.10, DeKalb County, Georgia",398,0.0,4.0,15.0,317.0,61.0,1.0
"Block Group 1, Census Tract 212.11, DeKalb County, Georgia",337,0.0,60.0,45.0,210.0,22.0,0.0
"Block Group 2, Census Tract 212.11, DeKalb County, Georgia",662,0.0,119.0,89.0,412.0,43.0,-1.0
"Block Group 3, Census Tract 212.11, DeKalb County, Georgia",350,0.0,63.0,47.0,218.0,23.0,-1.0
"Block Group 1, Census Tract 212.13, DeKalb County, Georgia",270,0.0,0.0,15.0,228.0,27.0,0.0
"Block Group 2, Census Tract 212.13, DeKalb County, Georgia",274,0.0,0.0,15.0,231.0,27.0,1.0
"Block Group 1, Census Tract 212.14, DeKalb County, Georgia",252,0.0,10.0,12.0,205.0,25.0,0.0
"Block Group 2, Census Tract 212.14, DeKalb County, Georgia",482,0.0,19.0,23.0,393.0,47.0,0.0
"Block Group 3, Census Tract 212.14, DeKalb County, Georgia",431,0.0,17.0,20.0,351.0,42.0,1.0
"Block Group 1, Census Tract 212.15, DeKalb County, Georgia",1765,0.0,83.0,149.0,629.0,904.0,0.0
"Block Group 2, Census Tract 212.15, DeKalb County, Georgia",1478,0.0,70.0,125.0,527.0,757.0,-1.0
"Block Group 1, Census Tract 212.16, DeKalb County, Georgia",246,0.0,61.0,10.0,122.0,53.0,0.0
"Block Group 2, Census Tract 212.16, DeKalb County, Georgia",1991,0.0,495.0,78.0,986.0,432.0,0.0
"Block Group 3, Census Tract 212.16, DeKalb County, Georgia",2230,0.0,554.0,88.0,1104.0,484.0,0.0
"Block Group 1, Census Tract 212.17, DeKalb County, Georgia",632,0.0,147.0,35.0,387.0,62.0,1.0
"Block Group 1, Census Tract 212.18, DeKalb County, Georgia",1474,15.0,707.0,92.0,490.0,170.0,0.0
"Block Group 2, Census Tract 212.18, DeKalb County, Georgia",1442,14.0,692.0,90.0,479.0,167.0,0.0
"Block Group 3, Census Tract 212.18, DeKalb County, Georgia",597,6.0,286.0,37.0,198.0,69.0,1.0
"Block Group 1, Census Tract 213.01, DeKalb County, Georgia",138,2.0,35.0,27.0,53.0,21.0,0.0
"Block Group 2, Census Tract 213.01, DeKalb County, Georgia",1296,20.0,329.0,255.0,497.0,195.0,0.0
"Block Group 1, Census Tract 213.03, DeKalb County, Georgia",778,5.0,49.0,353.0,270.0,101.0,0.0
"Block Group 2, Census Tract 213.03, DeKalb County, Georgia",319,2.0,20.0,145.0,111.0,41.0,0.0
"Block Group 3, Census Tract 213.03, DeKalb County, Georgia",581,4.0,36.0,264.0,202.0,75.0,0.0
"Block Group 1, Census Tract 213.05, DeKalb County, Georgia",181,2.0,34.0,53.0,82.0,11.0,-1.0
"Block Group 2, Census Tract 213.05, DeKalb County, Georgia",1091,10.0,205.0,319.0,492.0,66.0,-1.0
"Block Group 1, Census Tract 213.06, DeKalb County, Georgia",891,0.0,132.0,300.0,368.0,92.0,-1.0
"Block Group 2, Census Tract 213.06, DeKalb County, Georgia",313,0.0,46.0,105.0,129.0,32.0,1.0
"Block Group 3, Census Tract 213.06, DeKalb County, Georgia",338,0.0,50.0,114.0,140.0,35.0,-1.0
"Block Group 1, Census Tract 213.07, DeKalb County, Georgia",378,3.0,31.0,110.0,149.0,86.0,-1.0
"Block Group 2, Census Tract 213.07, DeKalb County, Georgia",544,4.0,44.0,158.0,215.0,123.0,0.0
"Block Group 1, Census Tract 213.08, DeKalb County, Georgia",372,11.0,19.0,134.0,188.0,20.0,0.0
"Block Group 2, Census Tract 213.08, DeKalb County, Georgia",115,3.0,6.0,41.0,58.0,6.0,1.0
"Block Group 3, Census Tract 213.08, DeKalb County, Georgia",719,21.0,37.0,258.0,364.0,39.0,0.0
"Block Group 1, Census Tract 214.05, DeKalb County, Georgia",353,0.0,4.0,12.0,311.0,26.0,0.0
"Block Group 2, Census Tract 214.05, DeKalb County, Georgia",613,0.0,6.0,21.0,541.0,45.0,0.0
"Block Group 3, Census Tract 214.05, DeKalb County, Georgia",1266,0.0,13.0,42.0,1117.0,94.0,0.0
"Block Group 1, Census Tract 214.09, DeKalb County, Georgia",1095,11.0,447.0,284.0,262.0,91.0,0.0
"Block Group 2, Census Tract 214.09, DeKalb County, Georgia",195,2.0,80.0,51.0,47.0,16.0,-1.0
"Block Group 1, Census Tract 214.10, DeKalb County, Georgia",662,0.0,84.0,208.0,353.0,18.0,-1.0
"Block Group 2, Census Tract 214.10, DeKalb County, Georgia",654,0.0,83.0,206.0,348.0,17.0,0.0
"Block Group 3, Census Tract 214.10, DeKalb County, Georgia",1048,0.0,132.0,330.0,558.0,28.0,0.0
"Block Group 1, Census Tract 214.11, DeKalb County, Georgia",1039,0.0,127.0,43.0,765.0,104.0,0.0
"Block Group 2, Census Tract 214.11, DeKalb County, Georgia",555,0.0,68.0,23.0,409.0,55.0,0.0
"Block Group 1, Census Tract 214.12, DeKalb County, Georgia",490,0.0,34.0,35.0,383.0,39.0,-1.0
"Block Group 2, Census Tract 214.12, DeKalb County, Georgia",589,0.0,40.0,42.0,460.0,47.0,0.0
"Block Group 3, Census Tract 214.12, DeKalb County, Georgia",436,0.0,30.0,31.0,340.0,35.0,0.0
"Block Group 1, Census Tract 214.13, DeKalb County, Georgia",1038,40.0,40.0,520.0,432.0,5.0,1.0
"Block Group 2, Census Tract 214.13, DeKalb County, Georgia",366,14.0,14.0,183.0,152.0,2.0,1.0
"Block Group 1, Census Tract 214.14, DeKalb County, Georgia",1022,25.0,369.0,264.0,292.0,72.0,0.0
"Block Group 2, Census Tract 214.14, DeKalb County, Georgia",738,18.0,266.0,191.0,211.0,52.0,0.0
"Block Group 1, Census Tract 214.15, DeKalb County, Georgia",554,9.0,27.0,48.0,435.0,34.0,1.0
"Block Group 2, Census Tract 214.15, DeKalb County, Georgia",630,10.0,31.0,55.0,494.0,39.0,1.0
"Block Group 3, Census Tract 214.15, DeKalb County, Georgia",469,7.0,23.0,41.0,368.0,29.0,1.0
"Block Group 1, Census Tract 214.16, DeKalb County, Georgia",1042,38.0,120.0,288.0,543.0,52.0,1.0
"Block Group 2, Census Tract 214.16, DeKalb County, Georgia",336,12.0,39.0,93.0,175.0,17.0,0.0
"Block Group 1, Census Tract 214.17, DeKalb County, Georgia",826,64.0,86.0,373.0,237.0,66.0,0.0
"Block Group 2, Census Tract 214.17, DeKalb County, Georgia",749,58.0,78.0,338.0,215.0,60.0,0.0
"Block Group 3, Census Tract 214.17, DeKalb County, Georgia",891,70.0,92.0,402.0,256.0,71.0,0.0
"Block Group 1, Census Tract 215.02, DeKalb County, Georgia",822,0.0,99.0,48.0,599.0,76.0,0.0
"Block Group 2, Census Tract 215.02, DeKalb County, Georgia",354,0.0,43.0,21.0,258.0,33.0,-1.0
"Block Group 3, Census Tract 215.02, DeKalb County, Georgia",555,0.0,67.0,33.0,405.0,51.0,-1.0
"Block Group 1, Census Tract 215.03, DeKalb County, Georgia",489,4.0,79.0,95.0,253.0,58.0,0.0
"Block Group 2, Census Tract 215.03, DeKalb County, Georgia",370,3.0,60.0,72.0,191.0,44.0,0.0
"Block Group 3, Census Tract 215.03, DeKalb County, Georgia",555,4.0,90.0,108.0,287.0,66.0,0.0
"Block Group 1, Census Tract 215.04, DeKalb County, Georgia",780,0.0,20.0,37.0,588.0,135.0,0.0
"Block Group 2, Census Tract 215.04, DeKalb County, Georgia",907,0.0,24.0,43.0,683.0,157.0,0.0
"Block Group 3, Census Tract 215.04, DeKalb County, Georgia",546,0.0,14.0,26.0,411.0,94.0,1.0
"Block Group 1, Census Tract 216.02, DeKalb County, Georgia",446,0.0,25.0,19.0,387.0,14.0,1.0
"Block Group 2, Census Tract 216.02, DeKalb County, Georgia",603,0.0,34.0,26.0,523.0,19.0,1.0
"Block Group 1, Census Tract 216.03, DeKalb County, Georgia",611,4.0,85.0,44.0,433.0,39.0,6.0
"Block Group 2, Census Tract 216.03, DeKalb County, Georgia",1024,7.0,142.0,74.0,725.0,66.0,10.0
"Block Group 3, Census Tract 216.03, DeKalb County, Georgia",652,4.0,91.0,47.0,462.0,42.0,6.0
"Block Group 1, Census Tract 216.04, DeKalb County, Georgia",331,0.0,48.0,0.0,237.0,47.0,-1.0
"Block Group 2, Census Tract 216.04, DeKalb County, Georgia",270,0.0,39.0,0.0,193.0,38.0,0.0
