Geographic Area Names,Geography,Income in the past 12 months below poverty level!!Female!!18 to 44 years,Income in the past 12 months at or above poverty level!!Female!!18 to 44 years
"Block Group 3, Census Tract 9603, Clay County, Georgia",1400000US13061960300,73.0,54.0
"Block Group 1, Census Tract 402.02, Clayton County, Georgia",1400000US13063040202,159.0,429.0
"Block Group 2, Census Tract 402.02, Clayton County, Georgia",1400000US13063040202,121.0,325.0
"Block Group 1, Census Tract 402.03, Clayton County, Georgia",1400000US13063040203,148.0,286.0
"Block Group 2, Census Tract 402.03, Clayton County, Georgia",1400000US13063040203,306.0,594.0
"Block Group 1, Census Tract 402.04, Clayton County, Georgia",1400000US13063040204,122.0,371.0
"Block Group 2, Census Tract 402.04, Clayton County, Georgia",1400000US13063040204,52.0,157.0
"Block Group 3, Census Tract 402.04, Clayton County, Georgia",1400000US13063040204,113.0,345.0
"Block Group 1, Census Tract 403.02, Clayton County, Georgia",1400000US13063040302,172.0,281.0
"Block Group 2, Census Tract 403.02, Clayton County, Georgia",1400000US13063040302,126.0,206.0
"Block Group 3, Census Tract 403.02, Clayton County, Georgia",1400000US13063040302,306.0,501.0
"Block Group 4, Census Tract 403.02, Clayton County, Georgia",1400000US13063040302,149.0,245.0
"Block Group 1, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,124.0,316.0
"Block Group 2, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,72.0,183.0
"Block Group 3, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,115.0,295.0
"Block Group 4, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,81.0,207.0
"Block Group 5, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,78.0,201.0
"Block Group 6, Census Tract 403.03, Clayton County, Georgia",1400000US13063040303,87.0,223.0
"Block Group 1, Census Tract 403.06, Clayton County, Georgia",1400000US13063040306,375.0,472.0
"Block Group 2, Census Tract 403.06, Clayton County, Georgia",1400000US13063040306,329.0,414.0
"Block Group 1, Census Tract 403.07, Clayton County, Georgia",1400000US13063040307,97.0,343.0
"Block Group 2, Census Tract 403.07, Clayton County, Georgia",1400000US13063040307,175.0,622.0
"Block Group 1, Census Tract 403.08, Clayton County, Georgia",1400000US13063040308,294.0,274.0
"Block Group 2, Census Tract 403.08, Clayton County, Georgia",1400000US13063040308,127.0,118.0
"Block Group 3, Census Tract 403.08, Clayton County, Georgia",1400000US13063040308,106.0,98.0
"Block Group 1, Census Tract 404.07, Clayton County, Georgia",1400000US13063040407,62.0,240.0
"Block Group 2, Census Tract 404.07, Clayton County, Georgia",1400000US13063040407,151.0,585.0
"Block Group 1, Census Tract 404.08, Clayton County, Georgia",1400000US13063040408,294.0,441.0
"Block Group 2, Census Tract 404.08, Clayton County, Georgia",1400000US13063040408,366.0,550.0
"Block Group 3, Census Tract 404.08, Clayton County, Georgia",1400000US13063040408,200.0,299.0
"Block Group 1, Census Tract 404.09, Clayton County, Georgia",1400000US13063040409,46.0,561.0
"Block Group 2, Census Tract 404.09, Clayton County, Georgia",1400000US13063040409,71.0,868.0
"Block Group 1, Census Tract 404.10, Clayton County, Georgia",1400000US13063040410,185.0,987.0
"Block Group 2, Census Tract 404.10, Clayton County, Georgia",1400000US13063040410,45.0,239.0
"Block Group 1, Census Tract 404.11, Clayton County, Georgia",1400000US13063040411,32.0,1022.0
"Block Group 2, Census Tract 404.11, Clayton County, Georgia",1400000US13063040411,27.0,847.0
"Block Group 3, Census Tract 404.11, Clayton County, Georgia",1400000US13063040411,17.0,541.0
"Block Group 4, Census Tract 404.11, Clayton County, Georgia",1400000US13063040411,65.0,2056.0
"Block Group 1, Census Tract 404.12, Clayton County, Georgia",1400000US13063040412,178.0,658.0
"Block Group 2, Census Tract 404.12, Clayton County, Georgia",1400000US13063040412,318.0,1176.0
"Block Group 3, Census Tract 404.12, Clayton County, Georgia",1400000US13063040412,171.0,635.0
"Block Group 1, Census Tract 404.13, Clayton County, Georgia",1400000US13063040413,313.0,938.0
"Block Group 2, Census Tract 404.13, Clayton County, Georgia",1400000US13063040413,474.0,1423.0
"Block Group 1, Census Tract 404.14, Clayton County, Georgia",1400000US13063040414,109.0,541.0
"Block Group 1, Census Tract 404.15, Clayton County, Georgia",1400000US13063040415,199.0,162.0
"Block Group 2, Census Tract 404.15, Clayton County, Georgia",1400000US13063040415,362.0,294.0
"Block Group 3, Census Tract 404.15, Clayton County, Georgia",1400000US13063040415,174.0,141.0
"Block Group 4, Census Tract 404.15, Clayton County, Georgia",1400000US13063040415,428.0,347.0
"Block Group 1, Census Tract 404.16, Clayton County, Georgia",1400000US13063040416,103.0,409.0
"Block Group 2, Census Tract 404.16, Clayton County, Georgia",1400000US13063040416,96.0,381.0
"Block Group 1, Census Tract 404.17, Clayton County, Georgia",1400000US13063040417,374.0,663.0
"Block Group 2, Census Tract 404.17, Clayton County, Georgia",1400000US13063040417,64.0,113.0
"Block Group 3, Census Tract 404.17, Clayton County, Georgia",1400000US13063040417,281.0,498.0
"Block Group 1, Census Tract 405.09, Clayton County, Georgia",1400000US13063040509,97.0,345.0
"Block Group 2, Census Tract 405.09, Clayton County, Georgia",1400000US13063040509,103.0,365.0
"Block Group 1, Census Tract 405.10, Clayton County, Georgia",1400000US13063040510,291.0,529.0
"Block Group 2, Census Tract 405.10, Clayton County, Georgia",1400000US13063040510,97.0,177.0
"Block Group 1, Census Tract 405.12, Clayton County, Georgia",1400000US13063040512,275.0,582.0
"Block Group 2, Census Tract 405.12, Clayton County, Georgia",1400000US13063040512,62.0,130.0
"Block Group 3, Census Tract 405.12, Clayton County, Georgia",1400000US13063040512,229.0,484.0
"Block Group 1, Census Tract 405.13, Clayton County, Georgia",1400000US13063040513,33.0,167.0
"Block Group 2, Census Tract 405.13, Clayton County, Georgia",1400000US13063040513,33.0,164.0
"Block Group 3, Census Tract 405.13, Clayton County, Georgia",1400000US13063040513,124.0,623.0
"Block Group 1, Census Tract 405.14, Clayton County, Georgia",1400000US13063040514,80.0,271.0
"Block Group 2, Census Tract 405.14, Clayton County, Georgia",1400000US13063040514,120.0,405.0
"Block Group 3, Census Tract 405.14, Clayton County, Georgia",1400000US13063040514,373.0,1264.0
"Block Group 1, Census Tract 405.15, Clayton County, Georgia",1400000US13063040515,86.0,221.0
"Block Group 2, Census Tract 405.15, Clayton County, Georgia",1400000US13063040515,137.0,352.0
"Block Group 3, Census Tract 405.15, Clayton County, Georgia",1400000US13063040515,57.0,146.0
"Block Group 4, Census Tract 405.15, Clayton County, Georgia",1400000US13063040515,430.0,1103.0
"Block Group 1, Census Tract 405.16, Clayton County, Georgia",1400000US13063040516,313.0,441.0
"Block Group 2, Census Tract 405.16, Clayton County, Georgia",1400000US13063040516,103.0,146.0
"Block Group 3, Census Tract 405.16, Clayton County, Georgia",1400000US13063040516,196.0,276.0
"Block Group 1, Census Tract 405.18, Clayton County, Georgia",1400000US13063040518,82.0,235.0
"Block Group 2, Census Tract 405.18, Clayton County, Georgia",1400000US13063040518,313.0,902.0
"Block Group 3, Census Tract 405.18, Clayton County, Georgia",1400000US13063040518,196.0,564.0
"Block Group 1, Census Tract 405.19, Clayton County, Georgia",1400000US13063040519,331.0,977.0
"Block Group 2, Census Tract 405.19, Clayton County, Georgia",1400000US13063040519,89.0,265.0
"Block Group 1, Census Tract 405.20, Clayton County, Georgia",1400000US13063040520,168.0,324.0
"Block Group 2, Census Tract 405.20, Clayton County, Georgia",1400000US13063040520,99.0,190.0
"Block Group 3, Census Tract 405.20, Clayton County, Georgia",1400000US13063040520,212.0,410.0
"Block Group 1, Census Tract 405.21, Clayton County, Georgia",1400000US13063040521,159.0,303.0
"Block Group 2, Census Tract 405.21, Clayton County, Georgia",1400000US13063040521,178.0,340.0
"Block Group 1, Census Tract 405.22, Clayton County, Georgia",1400000US13063040522,311.0,550.0
"Block Group 2, Census Tract 405.22, Clayton County, Georgia",1400000US13063040522,162.0,288.0
"Block Group 3, Census Tract 405.22, Clayton County, Georgia",1400000US13063040522,114.0,201.0
"Block Group 1, Census Tract 405.23, Clayton County, Georgia",1400000US13063040523,249.0,648.0
"Block Group 1, Census Tract 405.24, Clayton County, Georgia",1400000US13063040524,148.0,866.0
"Block Group 2, Census Tract 405.24, Clayton County, Georgia",1400000US13063040524,115.0,673.0
"Block Group 3, Census Tract 405.24, Clayton County, Georgia",1400000US13063040524,96.0,560.0
"Block Group 4, Census Tract 405.24, Clayton County, Georgia",1400000US13063040524,87.0,510.0
"Block Group 1, Census Tract 405.25, Clayton County, Georgia",1400000US13063040525,281.0,638.0
"Block Group 1, Census Tract 405.26, Clayton County, Georgia",1400000US13063040526,234.0,582.0
"Block Group 2, Census Tract 405.26, Clayton County, Georgia",1400000US13063040526,126.0,314.0
"Block Group 3, Census Tract 405.26, Clayton County, Georgia",1400000US13063040526,228.0,565.0
"Block Group 1, Census Tract 406.06, Clayton County, Georgia",1400000US13063040606,88.0,256.0
"Block Group 2, Census Tract 406.06, Clayton County, Georgia",1400000US13063040606,143.0,416.0
"Block Group 1, Census Tract 406.08, Clayton County, Georgia",1400000US13063040608,272.0,2545.0
"Block Group 2, Census Tract 406.08, Clayton County, Georgia",1400000US13063040608,96.0,893.0
"Block Group 1, Census Tract 406.09, Clayton County, Georgia",1400000US13063040609,39.0,332.0
"Block Group 2, Census Tract 406.09, Clayton County, Georgia",1400000US13063040609,42.0,355.0
"Block Group 3, Census Tract 406.09, Clayton County, Georgia",1400000US13063040609,132.0,1122.0
"Block Group 1, Census Tract 406.11, Clayton County, Georgia",1400000US13063040611,380.0,444.0
"Block Group 2, Census Tract 406.11, Clayton County, Georgia",1400000US13063040611,139.0,163.0
"Block Group 3, Census Tract 406.11, Clayton County, Georgia",1400000US13063040611,444.0,520.0
"Block Group 1, Census Tract 406.12, Clayton County, Georgia",1400000US13063040612,177.0,201.0
"Block Group 2, Census Tract 406.12, Clayton County, Georgia",1400000US13063040612,457.0,520.0
"Block Group 3, Census Tract 406.12, Clayton County, Georgia",1400000US13063040612,234.0,266.0
"Block Group 1, Census Tract 406.13, Clayton County, Georgia",1400000US13063040613,434.0,1012.0
"Block Group 2, Census Tract 406.13, Clayton County, Georgia",1400000US13063040613,215.0,502.0
"Block Group 3, Census Tract 406.13, Clayton County, Georgia",1400000US13063040613,103.0,240.0
"Block Group 1, Census Tract 406.14, Clayton County, Georgia",1400000US13063040614,5.0,22.0
"Block Group 2, Census Tract 406.14, Clayton County, Georgia",1400000US13063040614,24.0,108.0
"Block Group 3, Census Tract 406.14, Clayton County, Georgia",1400000US13063040614,90.0,398.0
"Block Group 1, Census Tract 406.15, Clayton County, Georgia",1400000US13063040615,107.0,275.0
"Block Group 1, Census Tract 406.16, Clayton County, Georgia",1400000US13063040616,644.0,1868.0
"Block Group 2, Census Tract 406.16, Clayton County, Georgia",1400000US13063040616,55.0,159.0
"Block Group 3, Census Tract 406.16, Clayton County, Georgia",1400000US13063040616,90.0,263.0
"Block Group 1, Census Tract 406.17, Clayton County, Georgia",1400000US13063040617,186.0,237.0
"Block Group 1, Census Tract 406.19, Clayton County, Georgia",1400000US13063040619,50.0,468.0
"Block Group 1, Census Tract 406.20, Clayton County, Georgia",1400000US13063040620,150.0,1415.0
"Block Group 1, Census Tract 406.21, Clayton County, Georgia",1400000US13063040621,213.0,1459.0
"Block Group 2, Census Tract 406.21, Clayton County, Georgia",1400000US13063040621,208.0,1428.0
"Block Group 1, Census Tract 406.22, Clayton County, Georgia",1400000US13063040622,266.0,585.0
"Block Group 2, Census Tract 406.22, Clayton County, Georgia",1400000US13063040622,428.0,941.0
"Block Group 3, Census Tract 406.22, Clayton County, Georgia",1400000US13063040622,216.0,476.0
"Block Group 1, Census Tract 9800, Clayton County, Georgia",1400000US13063980000,,
"Block Group 1, Census Tract 9701, Clinch County, Georgia",1400000US13065970100,109.0,182.0
"Block Group 2, Census Tract 9701, Clinch County, Georgia",1400000US13065970100,108.0,179.0
"Block Group 3, Census Tract 9701, Clinch County, Georgia",1400000US13065970100,45.0,76.0
"Block Group 4, Census Tract 9701, Clinch County, Georgia",1400000US13065970100,58.0,95.0
"Block Group 5, Census Tract 9701, Clinch County, Georgia",1400000US13065970100,150.0,248.0
"Block Group 1, Census Tract 9702, Clinch County, Georgia",1400000US13065970200,53.0,42.0
"Block Group 2, Census Tract 9702, Clinch County, Georgia",1400000US13065970200,277.0,215.0
"Block Group 1, Census Tract 301.01, Cobb County, Georgia",1400000US13067030101,25.0,203.0
"Block Group 2, Census Tract 301.01, Cobb County, Georgia",1400000US13067030101,38.0,315.0
"Block Group 3, Census Tract 301.01, Cobb County, Georgia",1400000US13067030101,45.0,369.0
"Block Group 4, Census Tract 301.01, Cobb County, Georgia",1400000US13067030101,95.0,789.0
"Block Group 1, Census Tract 301.03, Cobb County, Georgia",1400000US13067030103,27.0,657.0
"Block Group 2, Census Tract 301.03, Cobb County, Georgia",1400000US13067030103,35.0,848.0
"Block Group 3, Census Tract 301.03, Cobb County, Georgia",1400000US13067030103,56.0,1364.0
"Block Group 1, Census Tract 301.04, Cobb County, Georgia",1400000US13067030104,30.0,226.0
"Block Group 2, Census Tract 301.04, Cobb County, Georgia",1400000US13067030104,77.0,586.0
"Block Group 1, Census Tract 301.06, Cobb County, Georgia",1400000US13067030106,60.0,651.0
"Block Group 2, Census Tract 301.06, Cobb County, Georgia",1400000US13067030106,63.0,686.0
"Block Group 3, Census Tract 301.06, Cobb County, Georgia",1400000US13067030106,96.0,1050.0
"Block Group 1, Census Tract 301.07, Cobb County, Georgia",1400000US13067030107,10.0,915.0
"Block Group 2, Census Tract 301.07, Cobb County, Georgia",1400000US13067030107,11.0,1018.0
"Block Group 1, Census Tract 302.09, Cobb County, Georgia",1400000US13067030209,14.0,474.0
"Block Group 2, Census Tract 302.09, Cobb County, Georgia",1400000US13067030209,6.0,211.0
"Block Group 3, Census Tract 302.09, Cobb County, Georgia",1400000US13067030209,27.0,877.0
"Block Group 1, Census Tract 302.14, Cobb County, Georgia",1400000US13067030214,49.0,297.0
"Block Group 2, Census Tract 302.14, Cobb County, Georgia",1400000US13067030214,48.0,289.0
"Block Group 3, Census Tract 302.14, Cobb County, Georgia",1400000US13067030214,84.0,506.0
"Block Group 1, Census Tract 302.15, Cobb County, Georgia",1400000US13067030215,88.0,735.0
"Block Group 2, Census Tract 302.15, Cobb County, Georgia",1400000US13067030215,80.0,668.0
"Block Group 3, Census Tract 302.15, Cobb County, Georgia",1400000US13067030215,42.0,346.0
"Block Group 4, Census Tract 302.15, Cobb County, Georgia",1400000US13067030215,69.0,577.0
"Block Group 1, Census Tract 302.18, Cobb County, Georgia",1400000US13067030218,23.0,656.0
"Block Group 2, Census Tract 302.18, Cobb County, Georgia",1400000US13067030218,19.0,535.0
"Block Group 1, Census Tract 302.19, Cobb County, Georgia",1400000US13067030219,24.0,739.0
"Block Group 2, Census Tract 302.19, Cobb County, Georgia",1400000US13067030219,19.0,576.0
"Block Group 3, Census Tract 302.19, Cobb County, Georgia",1400000US13067030219,11.0,326.0
"Block Group 4, Census Tract 302.19, Cobb County, Georgia",1400000US13067030219,11.0,341.0
"Block Group 1, Census Tract 302.20, Cobb County, Georgia",1400000US13067030220,16.0,414.0
"Block Group 1, Census Tract 302.22, Cobb County, Georgia",1400000US13067030222,45.0,390.0
"Block Group 2, Census Tract 302.22, Cobb County, Georgia",1400000US13067030222,62.0,533.0
"Block Group 3, Census Tract 302.22, Cobb County, Georgia",1400000US13067030222,28.0,242.0
"Block Group 1, Census Tract 302.23, Cobb County, Georgia",1400000US13067030223,152.0,651.0
"Block Group 2, Census Tract 302.23, Cobb County, Georgia",1400000US13067030223,200.0,860.0
"Block Group 3, Census Tract 302.23, Cobb County, Georgia",1400000US13067030223,67.0,289.0
"Block Group 1, Census Tract 302.24, Cobb County, Georgia",1400000US13067030224,44.0,1232.0
"Block Group 2, Census Tract 302.24, Cobb County, Georgia",1400000US13067030224,12.0,333.0
"Block Group 1, Census Tract 302.26, Cobb County, Georgia",1400000US13067030226,221.0,1724.0
"Block Group 2, Census Tract 302.26, Cobb County, Georgia",1400000US13067030226,64.0,502.0
"Block Group 3, Census Tract 302.26, Cobb County, Georgia",1400000US13067030226,138.0,1077.0
"Block Group 1, Census Tract 302.27, Cobb County, Georgia",1400000US13067030227,43.0,317.0
"Block Group 2, Census Tract 302.27, Cobb County, Georgia",1400000US13067030227,168.0,1239.0
